Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
COBI01;Colombières;VERSOIX;CH;8593184;46.279228, 6.163238;Y
COCA00;Corsier;CORSIER;CH;;46.261341, 6.230265;N
COCH01;Chêne-Bougeries, Conches place;CHÊNE-BOUGERIES;CH;8587900;46.184185, 6.174387;Y
COCHST;Conches Stationnement;CHÊNE-BOUGERIES;CH;8587900;46.184433, 6.174666;N
CODN00;Colladon;GENÈVE;CH;8592808;46.223007, 6.123724;Y
CODN01;Colladon;GENÈVE;CH;8592808;46.223297, 6.12316;Y
COE00;Parking COE;GENÈVE;CH;8505461;46.229706, 6.129688;N
COET00;Coppet-Bourg;VAUD;CH;8596093;46.315441, 6.192201;N
COGA00;Coppet-Gare;VAUD;CH;8587577;46.318134, 6.188139;N
COLG01;Collonges-Marronniers;VETRAZ-MONTHOUX;FR;8595767;46.176319, 6.252651;N
COLO00;Colovrex;BELLEVUE;CH;8587048;46.255394, 6.130075;N
COLO02;Colovrex;BELLEVUE;CH;8587048;46.255604, 6.130252;N
COLO03;Colovrex;BELLEVUE;CH;8587048;46.25581, 6.130195;N
COLO98;Colovrex;BELLEVUE;CH;8587048;46.255741, 6.130334;N
COLOST;Colovrex (stationnement);BELLEVUE;CH;8587048;46.256149, 6.131967;N
COLX00;Ferney-Levant;FERNEY-VOLTAIRE;FR;1401738;46.260517, 6.114932;Y
COMB01;Combes;COLLONGE-BELLERIVE;CH;;;N
COMB02;Combes;COLLONGE-BELLERIVE;CH;;;N
CONF01;Confignon-Mairie;CONFIGNON;CH;8587051;46.173336, 6.084504;Y
CONF99;Confignon-Mairie;CONFIGNON;CH;8587051;46.172821, 6.080463;N
COPL00;Confignon-Place;CONFIGNON;CH;;46.174114, 6.084044;N
COPS99;Compesières;BARDONNEX;CH;8587050;46.151176, 6.122451;N
CORB01;Corbillettes;LE GRAND-SACONNEX;CH;8592939;46.225086, 6.11158;Y
CORD00;Concorde;GENÈVE;CH;8595018;46.205544, 6.114388;Y
CORD01;Concorde;GENÈVE;CH;8595018;46.205299, 6.114058;Y
CORL00;Corly;VETRAZ-MONTHOUX;FR;8595770;46.177677, 6.268279;N
CORL01;Corly;VETRAZ-MONTHOUX;FR;8595770;46.177811, 6.268418;N
CORT00;Ferney, Appart'City Confort;FERNEY-VOLTAIRE;FR;1402579;46.260963, 6.113052;N
COSO01;Courson;ANIÈRES;CH;8595009;46.2826, 6.236099;Y
COTU02;Coutance;GENÈVE;CH;8592812;46.207447, 6.142287;N
COUT00;Coutance;GENÈVE;CH;8592812;46.207294, 6.141909;Y
COUT03;Coutance;GENÈVE;CH;8592812;46.207607, 6.142186;Y
CPBL00;Chavannes-de-B.-Champs-Blancs;VAUD;CH;8587707;46.337147, 6.167101;N
CPBO00;Châtelaine-Pt-Bois;VERNIER;CH;8593153;46.212532, 6.112145;N
CPEL01;La Chapelle;PLAN-LES-OUATES;CH;8593060;46.171021, 6.135481;Y
CPEV02;Collège P. E. Victor;CRANVES-SALES;FR;8595766;46.188358, 6.286029;N
CPEV03;Le Beulet;CRANVES-SALES;FR;8595766;46.189503, 6.285966;N
CPEV05;Collège P. E. Victor;CRANVES-SALES;FR;8595766;46.188107, 6.286176;N
CPLT98;Chantepoulet;GENÈVE;CH;8592801;46.20821, 6.143484;N
CPLT99;Chantepoulet;GENÈVE;CH;8592801;46.208656, 6.140244;N
CRBS99;Courbes;ANIÈRES;CH;8592623;46.280556, 6.22823;N
CRCD48;Confignon-Croisée;CONFIGNON;CH;8587386;46.178047, 6.088597;N
CRCO01;Confignon-Croisée;CONFIGNON;CH;8587386;46.178837, 6.089769;Y
CRCO03;Confignon-Croisée;CONFIGNON;CH;8587386;46.178036, 6.08857;Y
CRGE07;Carouge-Rondeau;CAROUGE;CH;8587437;46.179424, 6.138738;N
CRGE96;Carouge-Rondeau;CAROUGE;CH;8587437;46.179718, 6.137951;N
CRGE97;Carouge-Rondeau;CAROUGE;CH;8587437;46.179424, 6.138738;N
CRGE99;Carouge-Rondeau;CAROUGE;CH;8587437;46.17968, 6.13867;N
CRGEST;Carouge-Rondeau stationnement;CAROUGE;CH;8587437;46.180988, 6.138197;N
CRIG00;Cologny, Righi;COLOGNY;CH;8592742;46.216404, 6.17675;Y
CRIN00;Gare de Vernier;GENÈVE;CH;8501007;46.220909, 6.093146;N
CRIN01;Gare de Vernier;GENÈVE;CH;8501007;46.221027, 6.093403;N
CRMV00;Cartigny-Moulin-de-Vert;CARTIGNY;CH;8592687;46.175102, 6.022023;Y
CRNR99;Cornière;PUPLINGE;CH;8593083;46.208488, 6.240689;N
CROI01;Croisette;VERNIER;CH;8593155;46.219051, 6.092881;N
CROR00;Crozet, Rond-Point Cabine;CROZET;FR;1402493;46.283108, 6.019613;Y
CRRY00;Crédery;SATIGNY;CH;8593095;46.21949, 6.022152;Y
CRSY00;Cressy;BERNEX;CH;8592755;46.18235, 6.08827;Y
CRTE00;Crête;VANDOEUVRES;CH;8593129;46.217819, 6.210415;Y
CRTE01;Crête;VANDOEUVRES;CH;8593129;46.217834, 6.210557;Y
CRUP01;Creux-du-Loup;AVUSY;CH;8595011;46.152073, 5.996059;N
CRUP99;Creux-du-Loup;AVUSY;CH;8595011;46.151527, 5.995792;N
CRVI00;Crevin;VEYRIER;CH;8593197;46.173351, 6.146329;N
CSAD00;Corsier, ancienne douane;CORSIER;CH;;46.262489, 6.249542;N
CSLB01;CS La Bécassière;VERSOIX;CH;8593183;46.295719, 6.155687;N
CSPO01;Complexe Sportif;CRANVES-SALES;FR;8595768;46.184967, 6.281969;N
CSPR00;Ch. des Sports;GENÈVE;CH;8592800;46.20557, 6.114414;N
CSPR01;Ch. des Sports;GENÈVE;CH;8592800;46.205219, 6.114007;N
CSSM00;Centre Sportif Sous-Moulin;THÔNEX;CH;8593108;46.18935, 6.191523;N
CSSM98;CS Sous-Moulin;THÔNEX;CH;8593108;46.189388, 6.191522;N
CSSM99;CS Sous-Moulin;THÔNEX;CH;8593108;46.189369, 6.191537;N
CTGY00;Cartigny-Village;CARTIGNY;CH;8587038;46.172951, 6.019968;Y
CTMI00;Contamines;GENÈVE;CH;8592810;46.196308, 6.156305;Y
CTMI02;Contamines;GENÈVE;CH;8592810;46.196194, 6.15566;Y
CTNT01;Cottenets;BERNEX;CH;8592652;46.162373, 6.058764;Y
CTRA00;Centre de Transfusion;ANNEMASSE;FR;8595755;46.191303, 6.25261;N
CUNY99;Cugny;BARDONNEX;CH;;46.151794, 6.109595;N
CURI01;Curiades;BERNEX;CH;8592653;46.166122, 6.076499;N
CVER01;Chemin Vert;VEYRIER;CH;8593194;46.173607, 6.140585;Y
CVIN02;Gare Cornavin;GENÈVE;CH;8587057;46.210506, 6.143206;Y
CVIN06;Gare Cornavin;GENÈVE;CH;8587057;46.2094, 6.142338;Y
CVIN08;Gare Cornavin;GENÈVE;CH;8587057;46.209179, 6.141825;N
CVIN10;Gare Cornavin;GENÈVE;CH;8587057;46.209656, 6.141788;Y
CVIN15;Gare Cornavin;GENÈVE;CH;8587057;46.210018, 6.143023;Y
CVIN17;Gare Cornavin;GENÈVE;CH;8587057;46.209824, 6.140707;N
CVIN21;Gare Cornavin;GENÈVE;CH;8587057;46.212547, 6.142328;N
CVIN78;Gare Cornavin;GENÈVE;CH;8587057;46.209263, 6.142298;N
CVIN85;Gare Cornavin;GENÈVE;CH;8587057;46.209717, 6.14155;N
CVIN97;Gare Cornavin;GENÈVE;CH;8587057;46.209637, 6.142436;N
CVRN00;Chevrens;ANIÈRES;CH;8595016;46.283813, 6.23855;Y
CVRN02;Chevrens;ANIÈRES;CH;8595016;46.284168, 6.236623;N
CVRNST;Chevrens Stationnement;ANIÈRES;CH;8595016;46.284184, 6.239178;N
CVUE01;Claire-Vue;LANCY;CH;8592980;46.195705, 6.121792;Y
CXAB00;Croix d'Ambilly;AMBILLY;FR;1400019;46.19268, 6.223716;N
CXAB02;Croix d'Ambilly;AMBILLY;FR;1400019;46.191906, 6.224666;N
CXAB99;Croix d'Ambilly;AMBILLY;FR;1400019;46.192501, 6.223629;N
CXEC04;Collex-Ecole;COLLEX-BOSSY;CH;8592720;46.271412, 6.126279;Y
CXPO00;Collex-Poste;COLLEX-BOSSY;CH;;46.270779, 6.127413;N
CYCM00;Cessy-Côte du Moralay;CESSY;FR;1401684;46.318005, 6.071513;Y
CYMA00;Cologny-Mairie;COLOGNY;CH;8587385;46.219296, 6.185185;Y
CYMA01;Cologny-Mairie;COLOGNY;CH;8587385;46.219284, 6.184991;Y
CYMA98;Cologny-Mairie;COLOGNY;CH;8587385;46.217648, 6.188516;N
CYTE01;Cologny-Temple;COLOGNY;CH;8592752;46.216404, 6.181519;Y
CYTE99;Cologny-Temple;COLOGNY;CH;8592752;46.214821, 6.184109;N
CYVI00;Chancy-Village;CHANCY;CH;8587040;46.150169, 5.969803;Y
CYVI01;Chancy-Village;CHANCY;CH;8587040;46.150177, 5.969984;Y
CZDN01;Croix-de-Rozon-Douane;BARDONNEX;CH;8587070;46.144066, 6.137432;Y
DADN00;Dardagny-Douane;DARDAGNY;CH;8508038;46.196388, 5.991722;Y
DB00;Dépôt Bachet;LANCY;CH;;46.175346, 6.131608;Y
DBUI00;Parking Dubuis;VERNIER;CH;;46.223675, 6.063485;N
DE00;Dépôt En-Chardon;MEYRIN;CH;;46.223877, 6.089961;Y
DEFO01;Place Deffaugt;ANNEMASSE;FR;8595360;46.194916, 6.235987;N
DEHA00;De Haller;CHÊNE-BOURG;CH;8592707;46.199806, 6.197113;Y
DELC00;Délices;GENÈVE;CH;8592816;46.205418, 6.131975;Y
DELC04;Délices;GENÈVE;CH;8592816;46.205925, 6.132609;N
DESI00;Design F6 / Jade / N'VY / Drake;GENÈVE;CH;;46.215836, 6.147192;N
DG00;Dépôt Bachet Gare;LANCY;CH;8592671;46.174282, 6.129812;N
DGCAN;Dépôt Grange Canal;CHÊNE-BOURG;CH;;46.199615, 6.174715;N
DIST99;Distillerie;BERNEX;CH;;46.177303, 6.07652;N
DK00;Dépôt boucle Carouge;CAROUGE;CH;;46.179668, 6.138823;N
DLAY01;Delay;VERNIER;CH;8593156;46.216682, 6.07924;N
DLAY03;Delay;VERNIER;CH;8593156;46.218338, 6.079295;Y
DODE00;La Dode;CONFIGNON;CH;8592758;46.180439, 6.093679;Y
DODE01;La Dode;CONFIGNON;CH;8592758;46.181133, 6.095527;Y
DOLE00;Dôle;GENÈVE;CH;8592818;46.208862, 6.131453;Y
DOLE01;Dôle;GENÈVE;CH;8592818;46.208691, 6.131547;Y
DOMO00;Douane de Moillesulaz;THÔNEX;CH;;46.192223, 6.206974;N
DOUZ00;Chandouze;CRANVES-SALES;FR;8595758;46.217728, 6.306818;N
DP00;Dépôt Palettes;LANCY;CH;;46.177261, 6.121979;N
DPBE00;Dépôt navettes 14;BERNEX;CH;8592660;46.178528, 6.083629;N
DPGBU200;Dépôt Gem'bus 2 (Collège);SAINT-JULIEN-EN-GENEVOIS;FR;;46.14241, 6.085583;N
DPGBU300;Dépôt Gem'bus (Ex dépôt RDTAY);THOIRY;FR;;46.23547, 6.020782;N
DPGBUS00;Dépôt Gem'bus;SAINT-JULIEN-EN-GENEVOIS;FR;;46.142487, 6.090641;N
DPGETR00;Dépôt Genève-Tours;VERNIER;CH;;46.187256, 6.125844;N
DPODIE2;Dépôt privé Odier2;SATIGNY;CH;;46.223721, 6.057534;N
DPSETA00;Dépôt privé SCETA;;CH;;;N
DPTS01;Deux-Ponts;GENÈVE;CH;;46.044125, 6.146775;N
DS03;;;CH;;;N
DSIG00;Dépôt SIG;VERNIER;CH;;46.044125, 6.146775;N
DSIG01;Dépôt SIG;VERNIER;CH;;46.044125, 6.146775;N
DSLO00;Dessous-Saint-Loup;VERSOIX;CH;;46.281311, 6.157205;N
DSLO01;Dessous-Saint-Loup;VERSOIX;CH;;46.28138, 6.157245;N
DUCH02;Dusonchet;ANNEMASSE;FR;8595776;46.18758, 6.245735;N
DV00;Dépôt Vernier;VERNIER;CH;;46.21133, 6.104178;N
DX00;Local VAE Belle Idée;THÔNEX;CH;;46.206314, 6.206048;N
DZIPL;Dépôt ZIPLO;PLAN-LES-OUATES;CH;;46.166451, 6.102534;N
DZIPL00;Dépôt ZIPLO;PLAN-LES-OUATES;CH;;46.166489, 6.102586;N
EAUM02;Eaumorte-Hameau;AVULLY;CH;8592634;46.163197, 6.017463;N
ECLA00;Troinex-Eclaireurs;TROINEX;CH;8508117;46.165798, 6.143393;N
ECLA01;Troinex-Eclaireurs;TROINEX;CH;8508117;46.165104, 6.142695;N
ECOG01;Ecogia;VERSOIX;CH;8593185;46.291794, 6.154183;Y
ECU01;Ecu;VERNIER;CH;8593157;46.209839, 6.10529;Y
ECURST;Écureuil Stationnement;VILLE-LA-GRAND;FR;8595777;46.203362, 6.249459;N
EDEL00;Edelweiss;AMBILLY;FR;8595746;46.199619, 6.227539;N
EDVA99;Vallet;ONEX;CH;8593031;46.185028, 6.090898;N
EDWE00;Edelweiss;GENÈVE;CH;;46.211941, 6.149514;N
EFLO01;Ecole Florian;VERSONNEX;FR;;;N
EFRA01;Ecole-Fraternité;AMBILLY;FR;8596018;46.197006, 6.228751;N
EMED00;Ecole-de-Médecine;GENÈVE;CH;8592819;46.197617, 6.13925;Y
EMED01;Ecole-de-Médecine;GENÈVE;CH;8592819;46.198627, 6.139186;N
EMRY00;Collex, Emery;COLLEX-BOSSY;CH;8511614;46.270531, 6.127869;Y
EMRY01;Collex, Emery;COLLEX-BOSSY;CH;8511614;46.270248, 6.128304;Y
ENVE00;Entrée-Versoix;VERSOIX;CH;8593186;46.274815, 6.168506;N
ENVE01;Entrée-Versoix;VERSOIX;CH;8593186;46.274483, 6.167852;N
EPIG00;???Ch. de l'Epinglier;MEYRIN;CH;;46.041927, 6.144458;N
ERMT00;Ermitage;CHÊNE-BOUGERIES;CH;;46.198837, 6.180564;N
ESER00;Essert;MEINIER;CH;8595673;46.243977, 6.224828;N
ESRT05;Les Esserts;LANCY;CH;8587418;46.188774, 6.112244;Y
ESSE01;Essertet;VIRY;FR;1401844;46.114922, 6.019381;N
ESSR01;Essertines;DARDAGNY;CH;8592766;46.204308, 5.980135;N
ESTI02;Essertines;DARDAGNY;CH;;46.205238, 5.985163;N
ESTR01;Essertines;DARDAGNY;CH;8592766;46.205231, 5.986992;Y
ESTR99;Essertines;DARDAGNY;CH;8592766;46.205235, 5.985292;N
ETCB00;Etang-Casa Bamba;VERNIER;CH;8508109;46.219082, 6.103016;Y
ETLE01;Etoile;ANNEMASSE;FR;;46.193626, 6.240722;N
ETOI00;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187084, 6.12792;Y
ETOI02;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187588, 6.126936;Y
ETOI03;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187595, 6.127558;Y
ETOI05;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.188286, 6.128345;N
ETOI06;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.188004, 6.127779;N
ETOI98;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187733, 6.128863;N
ETOI99;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187866, 6.128744;N
ETOL00;Place de l'Étoile;ANNEMASSE;FR;8595779;46.19474, 6.2416;N
EURO98;Europe;VETRAZ-MONTHOUX;FR;8595781;46.179722, 6.244848;N
FAUC00;Saint-Genis-CERN Alice;SAINT-GENIS-POUILLY;FR;1401787;46.250782, 6.025527;Y
FAVR02;Place Favre;CHÊNE-BOURG;CH;8592713;46.195793, 6.193227;Y
FAVR98;Place Favre;CHÊNE-BOURG;CH;8592713;46.195675, 6.192064;N
FAYA00;Les Fayards;VERSOIX;CH;8593187;46.274437, 6.164351;N
FCILST;Faucille Stationnement;ANNEMASSE;FR;;46.197575, 6.235739;N
FEHO00;Ferney, Choiseul;FERNEY-VOLTAIRE;FR;1402667;46.250526, 6.100405;N
FENE00;La Fenêtre;GENÈVE;CH;8592847;46.230095, 6.138721;Y
FENE01;La Fenêtre;GENÈVE;CH;8592847;46.230087, 6.13863;Y
FEUL00;Feuillat;BARDONNEX;CH;8592642;46.148666, 6.112534;Y
FEVO01;Ferney-Voltaire-Ouest;FERNEY-VOLTAIRE;FR;;;N
FICE00;Findrol;CONTAMINE SUR ARVE;FR;1400023;46.148247, 6.320558;N
FILI01;Fillion;CAROUGE;CH;8592673;46.177872, 6.145185;Y
FIND00;Hôpital Findrol;CONTAMINE SUR ARVE;FR;8595795;46.14193, 6.320478;N
FLCE00;Florence;GENÈVE;CH;8592823;46.194118, 6.172084;Y
FLIZ00;Liszt;GENÈVE;CH;8592828;46.198833, 6.149223;N
FLLH00;Flies, Le Haut;CROZET;FR;1402495;46.277962, 6.031503;Y
FLOR00;Floralies;VERNIER;CH;8593158;46.221291, 6.112087;N
FLOR01;Floralies;VERNIER;CH;8593158;46.221951, 6.111241;N
FOES00;Fontanettes;CHALLEX;FR;1401654;46.181057, 5.982415;Y
FOES01;Fontanettes;CHALLEX;FR;1401654;46.180752, 5.982527;Y
FONT00;Fontenette;CAROUGE;CH;8592674;46.184444, 6.145793;Y
FONT01;Fontenette;CAROUGE;CH;8592674;46.185352, 6.145371;Y
FONT99;Fontenette;CAROUGE;CH;8592674;46.184944, 6.14597;N
FORN01;Foron;AMBILLY;FR;8595784;46.200844, 6.230945;N
FORU00;Forumeyrin;MEYRIN;CH;8593010;46.230961, 6.080724;Y
FOSA01;Fossard;THÔNEX;CH;8593111;46.185226, 6.191772;Y
FOSA02;Fossard;THÔNEX;CH;8593111;46.18457, 6.191386;Y
FRDI01;Fraidieu;COLOGNY;CH;8592745;46.221001, 6.187855;Y
FRET00;Fret;LE GRAND-SACONNEX;CH;8592943;46.238251, 6.118222;Y
FRET01;Fret;LE GRAND-SACONNEX;CH;8592943;46.238304, 6.1187;Y
FRIS02;Florissant;ANNEMASSE;FR;8595783;46.196548, 6.241469;N
FRIS03;Florissant;ANNEMASSE;FR;8595783;46.196495, 6.241462;N
FRMI00;Saint-Genis-Mitterrand;SAINT-GENIS-POUILLY;FR;1401792;46.250523, 6.029216;Y
FRMI01;Saint-Genis-Mitterrand;SAINT-GENIS-POUILLY;FR;1401792;46.250332, 6.029261;Y
FRMZ00;Faramaz;VULBENS;FR;1402483;46.102379, 5.942163;N
FRON01;Frontenex;COLOGNY;CH;8592746;46.205956, 6.175799;N
FRON99;Frontenex;COLOGNY;CH;8592746;46.203175, 6.177375;N
FRRE02;Bois-des-Frères;VERNIER;CH;8593144;46.211735, 6.104687;Y
FRUI00;Fruitière;BONNE;FR;8595785;46.166771, 6.321433;N
FTAI01;Foretaille;PREGNY-CHAMBÉSY;CH;8593075;46.244526, 6.134733;Y
FTNE00;Les Fontaines;SAINT-CERGUES;FR;8595814;46.229092, 6.316226;N
GACH98;Gare de Chêne-Bourg;CHÊNE-BOURG;CH;8592708;46.197033, 6.194176;N
GACH99;Gare de Chêne-Bourg;CHÊNE-BOURG;CH;8592708;46.196999, 6.19427;N
GAEG04;Gaillard Église;GAILLARD;FR;8595786;46.185314, 6.206381;N
GAEV02;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8592829;46.20293, 6.169892;N
GAEV03;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200108, 6.164754;Y
GAEV04;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200161, 6.163962;Y
GAIU00;La Gabiule;COLLONGE-BELLERIVE;CH;8592726;46.259995, 6.212564;Y
GALI00;Gaillard-Libération;GAILLARD;FR;1400015;46.191723, 6.21112;Y
GALI03;Gaillard-Libération;GAILLARD;FR;1400015;46.191349, 6.213783;N
GAME01;Gare de Meyrin;MEYRIN;CH;8593024;46.222523, 6.077072;N
GAMI01;Gaillard-Millet;GAILLARD;FR;1400017;46.191399, 6.216711;Y
GAPT01;Gaillard-Poste;GAILLARD;FR;8595788;46.189602, 6.209535;N
GAPT02;Gaillard-Poste;GAILLARD;FR;8595788;46.189392, 6.210291;N
GARO98;Gare Routière;ANNEMASSE;FR;8595790;46.199268, 6.23783;N
GARO99;Gare Routière;ANNEMASSE;FR;8595790;46.199238, 6.237716;N
GART00;Gare routière Aéroport;LE GRAND-SACONNEX;CH;;46.230125, 6.109296;N
GAUST;Gautier stationnement;GENÈVE;CH;8592830;46.215218, 6.150399;N
GAUT00;Gautier;GENÈVE;CH;8592830;46.213581, 6.150572;Y
GAVA99;Gavard;CAROUGE;CH;8592667;46.185516, 6.135403;N
GAVM01;Gare Vernier-Meyrin;MEYRIN;CH;8595029;46.222523, 6.077072;N
GAZO00;Genève, Gazomètres;GENÈVE;CH;8511711;46.201347, 6.133246;N
GCAN97;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.199615, 6.174874;N
GCAN99;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.20005, 6.171961;N
GCHG00;Genève-Champel-Gare;GENÈVE;CH;8592886;46.191795, 6.152783;Y
GCHH00;Genève-Champel-Gare/Hôpital;GENÈVE;CH;8592898;46.192642, 6.150458;Y
GCHH03;Genève-Champel-Gare/Hôpital;GENÈVE;CH;8592898;46.193283, 6.150714;Y
GCHN02;Gros-Chêne;ONEX;CH;8593035;46.190083, 6.103312;Y
GCHP02;Genève-Champel-Gare/Peschier;GENÈVE;CH;8592878;46.194107, 6.154348;Y
GCLB01;Grange-Collomb;CAROUGE;CH;8592675;46.175667, 6.138232;Y
GCLB02;Grange-Collomb;CAROUGE;CH;8592675;46.175652, 6.138077;Y
GDHA00;Grand-Hangar;MEYRIN;CH;8593012;46.22448, 6.09963;Y
GDLA01;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.182125, 6.120695;Y
GDLA03;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.182709, 6.119243;Y
GDLA98;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.182331, 6.120755;N
GDON00;Grand-Donzel;VEYRIER;CH;8593198;46.17263, 6.165123;Y
GDON01;Grand-Donzel;VEYRIER;CH;8593198;46.172707, 6.165614;Y
GEVB00;Genève-Eaux-Vives-Gare/Bloch;GENÈVE;CH;8592865;46.203068, 6.166122;Y
GEVE00;Genève;ANNEMASSE;FR;;46.19276, 6.230655;N
GEVEST;Genève Stationnement;ANNEMASSE;FR;;46.192722, 6.231138;N
GEVV01;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8507347;46.20285, 6.170105;Y
GEVV02;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8507347;46.202812, 6.16964;Y
GFAQ01;Grange-Falquet;CHÊNE-BOUGERIES;CH;8592706;46.198372, 6.185395;Y
GGNY00;Germagny;VIRY;FR;1401845;46.113682, 6.007563;N
GGNY01;Germagny;VIRY;FR;1401845;46.113392, 6.007209;N
GILB00;Gilbert;MEYRIN;CH;;46.228043, 6.075158;N
GIOL00;Gardiol;LE GRAND-SACONNEX;CH;8592944;46.229008, 6.120909;Y
GIOL01;Gardiol;LE GRAND-SACONNEX;CH;8592944;46.228035, 6.123218;N
GIRA01;Joseph-Girard;CAROUGE;CH;;;N
GIRO00;Girod;SAINT-JULIEN-EN-GENEVOIS;FR;;46.140205, 6.077807;N
GLOU99;Galeries du Loup;ONEX;CH;8593033;46.185402, 6.100844;N
GMAR03;Gaillard Marché;GAILLARD;FR;8595368;46.191055, 6.210112;N
GOLA00;Henri-Golay;VERNIER;CH;8593160;46.211163, 6.114174;N
GOLA01;Henri-Golay;VERNIER;CH;8593160;46.211151, 6.112723;N
GOS00;Gos;GENÈVE;CH;8592776;46.188484, 6.155245;Y
GOUL98;Goulart;GENÈVE;CH;8592831;46.207924, 6.141834;N
GPRE02;Grand-Pré;GENÈVE;CH;8592832;46.216404, 6.131077;Y
GPUI05;Grand-Puits;MEYRIN;CH;8596095;46.225754, 6.073073;N
GRCA01;Grand-Cara;PRESINGE;CH;8593081;46.212238, 6.251545;Y
GRDL02;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.205814, 6.180883;N
GRDL07;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.205082, 6.180718;Y
GRDL98;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.205673, 6.177843;N
GRDO00;Grand-Donzel;VEYRIER;CH;;46.170692, 6.165123;N
GRDO01;Grand-Donzel;VEYRIER;CH;;46.17078, 6.165109;N
GRES00;Grésy;PUPLINGE;CH;8593085;46.208363, 6.230403;Y
GRES98;Grésy;PUPLINGE;CH;8593085;46.208843, 6.226842;N
GROT00;Grottes;GENÈVE;CH;8592834;46.21233, 6.137978;Y
GROT01;Grottes;GENÈVE;CH;8592834;46.212982, 6.137496;Y
GRPO00;Grand-Portes;LANCY;CH;;;N
GRPV02;Gare routière de Prevessin;PRÉVESSIN-MOËNS;FR;;46.257355, 6.059404;N
GRPV04;Gare routière de Prevessin;PRÉVESSIN-MOËNS;FR;;46.25761, 6.059787;N
GRVI01;Meyrin-Gravière;MEYRIN;CH;8594961;46.236568, 6.081712;Y
GRVI02;Meyrin-Gravière;MEYRIN;CH;8594961;46.23666, 6.081957;Y
GRVI03;Meyrin-Gravière;MEYRIN;CH;8594961;46.23716, 6.081802;Y
GRVI92;Meyrin-Gravière;MEYRIN;CH;8594961;46.23666, 6.081957;N
GRVI99;Meyrin-Gravière;MEYRIN;CH;8594961;46.236713, 6.08192;N
GSAC02;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233974, 6.124173;N
GSAC05;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.234276, 6.122272;Y
GSAC06;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.234394, 6.12271;Y
GSAC98;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233707, 6.123445;N
GSAC99;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233959, 6.123358;N
GSDN02;Grand-Saconnex-Douane;FERNEY-VOLTAIRE;FR;1401856;46.249866, 6.119496;N
GSMO00;Grand-Saconnex, Morillons;LE GRAND-SACONNEX;CH;8511665;46.230503, 6.130764;Y
GSMO01;Grand-Saconnex, Morillons;LE GRAND-SACONNEX;CH;8511665;46.230831, 6.131365;Y
GSON02;Graveson;THÔNEX;CH;8593112;46.193298, 6.199995;Y
GSON96;Graveson;THÔNEX;CH;8593112;46.193226, 6.200333;N
GSTP01;Grand-Saconnex-Temple;LE GRAND-SACONNEX;CH;8508099;46.23484, 6.128028;Y
GTIA01;Gentianes;GAILLARD;FR;8595792;46.18642, 6.202535;N
GTOR00;Genthod-Centre ornithologique;GENTHOD;CH;8510221;46.264561, 6.146433;Y
GTVI00;Genthod-Village;GENTHOD;CH;8587064;46.264866, 6.155597;Y
GTVI01;Genthod-Village;GENTHOD;CH;8587064;46.264652, 6.155097;Y
GTVI99;Genthod-Village;GENTHOD;CH;8587064;46.264641, 6.157298;N
GXAI00;Gex-L'Aiglette;GEX;FR;1401756;46.338017, 6.073282;Y
GXPO00;Gex-Centre;GEX;FR;1400719;46.331879, 6.059552;Y
GXTU00;Gex-Le Turet;GEX;FR;;46.336086, 6.067083;N
GYBA00;Baraque-à-Cloud;GY;CH;8595457;46.247562, 6.257128;Y
GYEG99;Gy-Église;GY;CH;;46.252487, 6.258565;N
GYTE99;Gy-Temple;GY;CH;8587066;46.252487, 6.258565;N
GZIM00;Gare ZIMEYSA;MEYRIN;CH;8593011;46.221581, 6.065327;N
